Identificador,Tipo de subasta,Cuenta expediente,Fecha de inicio,Fecha de conclusión,Cantidad reclamada,Lotes,Anuncio BOE,Valor subasta,Tasación,Puja mínima,Tramos entre pujas,Importe del depósito,Descripción,Dirección,Código Postal,Localidad,Provincia,Vivienda habitual,Situación posesoria,Visitable,Inscripción registral,Referencia catastral,Cargas,Dirección Mapa
SUB-JA-2023-216475,JUDICIAL EN VÍA DE APREMIO,4690 0000 05 0294 12,2023-08-15,2023-09-04,37757.02,0,BOE-B-2023-23661,83300.0,0.0,0.0,0.0,4165.0,"VIVIENDA DERECHA-IZQUIERDA DEL PISO SEGUNDO de la casa señalada con el NÚMERO DIEZ de la calle URETA, en BARAKALDO.
          Finca registral 10.972","CALLE URETA, 10, 2º DCHA-IZDA",48903,BARAKALDO,BIZKAIA,No consta,No consta,No consta,"Inscrita al tomo 1.296, libro 991, folio 3 vuelto del Registro de la
          Propiedad de Barakaldo.",No consta,No consta,"CALLE URETA, 10"
SUB-RC-2023-3800100123023,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,47391.95,0,BOE-B-2023-23883,14634.72,14634.72,0.0,300.0,731.74,"RUSTICA.- Porción de terreno al sitio de LAS GAMBUESAS, en término municipal de Yaiza. Ocupa una superficie de SEIS MIL OCHOCIENTOS TREINTA Y SEIS METROS CUADRADOS.",LUGAR LA GAMBUESA. YAIZA . LAS PALMAS (35570),35570,YAIZA,LAS PALMAS,No,No consta,No,"Finca 26692, tomo 1507, libro 310,  94  del Registro de la Propiedad de Tías - 1ª",35034A001009810000QS,"APE A 24/07/2008 - B 26/04/2012 - D 04/04/2016 - E 16/03/2020, a favor ATC, ejecutante",LUGAR LA GAMBUESA. YAIZA . LAS PALMAS (35570
SUB-JA-2023-216382,JUDICIAL EN VÍA DE APREMIO,1000 0000 06 0621 20,2023-08-15,2023-09-04,122100.32,0,BOE-B-2023-23715,114238.0,0.0,0.0,2284.76,5711.9,"DATOS REGISTRALES:1. URBANA. NÚMERO DIEZ. Vivienda segunda puerta en el
          piso cuarto, o quinta planta en altura, de la casa sita en esta villa, calle Norte, número
          catorce. Mide noventa y ocho metros cuadrados, sin contar un balcón sobre la calle de
          situación.",CALLE NORTE Nº 14 4º 2ª,8720,VILAFRANCA DEL PENEDÉS,BARCELONA,No,No consta,No consta,No consta,No consta,No consta,CALLE NORTE Nº 14
SUB-AT-2023-23R3886001046,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23767,28926.85,28926.85,0.0,500.0,1446.34,"URBANA: VIVIENDA PISO SIN ANEJOS DIRECCION: CALLE HERNAN CORTES NUMERO:      27-29. PLANTA:3 PUERTA: 20 PORTAL: - BLOQUE: - PACHO O TINCER, TACO          SUPERFICIES:Y UNA SUPERFICIE CONSTRUIDA DE 33,23 METROS CUADRADOS ORDEN: 24. CUOTA: UN ENTERO, NOVENTA Y SIETE CENTESIMAS POR CIENTO REFERENCIA           CATASTRAL: 2574911CS7427S0024OO",CALLE HERNAN CORTES 29 03 20,38108,LAGUNA (LA),SANTA CRUZ DE TENERIFE,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE SAN CRISTOBAL DE LA LAGUNA TOMO: 2390 , FOLIO: 150 , LIBRO: 272. FINCA: 28442  , INSCRIPCIÓN: 1",2574911CS7427S0024OO,"0,00 €",CALLE HERNAN CORTES 29
SUB-JA-2023-216275,JUDICIAL EN VÍA DE APREMIO,4746 0000 06 0072 20,2023-08-15,2023-09-04,136331.71,0,BOE-B-2023-23698,112540.0,0.0,0.0,2250.8,5627.0,"URBANA. - ENTIDAD NUMERO ONCE- VIVIENDA UNIFAMILIAR O 
           HALET tipo dúplex pareado, que es el octavo de los situados a la izquierda y empezando a contar según se accede desde la Carretera de Villadepalos a Carracedelo.  Se compone de: PLANTA BAJA, destinada a garaje y vivienda (parte inferior) con una superficie construida de sesenta y tres metros noventa decímetros cuadrados. PRIMERA PLANTA, destinada a vivienda (parte superior) con una superficie construida de sesenta y tres metros y noventa decímetros cuadrados. ANEJOS: Tiene como anejo una zona destinada a jardín situada a la izquierda y al fondo de la vivienda, de una superficie de ochenta metros cuadrados aproximadamente.","CARRETERA AL SITIO DE FABERO DE ARRIBA, CARRETERA DE VILLADEPALOS A CARRACEDELO",24549,CARRACEDELO,LEÓN,No,No consta,No consta,No consta,No consta,No consta,"CARRETERA AL SITIO DE FABERO DE ARRIBA, CARRETERA DE VILLADEPALOS A CARRACEDELO"
SUB-AT-2023-23R3886001047,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23768,56848.01,56848.01,0.0,1000.0,2842.4,"URBANA.- FINCA NÚMERO VEINTE.- CUARTO EN LA PLANTA DE CUBIERTA DEL EDIFICIO  EN LA CALLE HERRADOR, TÉRMINO MUNICIPAL DE SANTIAGO DEL TEIDE. TIENE UNA     SUPERFICIE ÚTIL DE TREINTA Y CINCO METROS CUADRADOS, MÁS LA AZOTEA DEL       EDIFICIO DE UNOS DOSCIENTOS QUINCE METROS CUADRADOS.",CALLE HERRADOR 0,38683,SANTIAGO DEL TEIDE,SANTA CRUZ DE TENERIFE,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ICOD DE LOS VINOS TOMO: 816 , FOLIO: 57 , LIBRO: 151. FINCA: 12061  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE HERRADOR 0
SUB-AT-2023-23R3886001049,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23770,1271.74,1271.74,0.0,100.0,63.58,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE TRES METROS, CUARENTA  DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE DOS METROS, SESENTA Y CINCO DECÍMETROS CUADRADOS.",CALLE BIGUIPALA 0 A 4 1,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2350 , FOLIO: 221 , LIBRO: 569. FINCA: 48044  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-AT-2023-23R3886001050,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23771,2121.72,2121.72,0.0,200.0,106.08,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE CUATRO METROS,         CINCUENTA Y CINCO DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE TRES      METROS, SETENTA DECÍMETROS CUADRADOS",CALLE BIGUIPALA 0 A 3 3,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2350 , FOLIO: 225 , LIBRO: 569. FINCA: 48046  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-AT-2023-23R3886001051,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23772,2121.72,2121.72,0.0,200.0,106.08,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE CUATRO METROS,         CINCUENTA Y CINCO DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE TRES      METROS, SETENTA DECÍMETROS CUADRADOS.",CALLE BIGUIPALA 0 A 3 4,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2352 , FOLIO: 1 , LIBRO: 570. FINCA: 48047  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-AT-2023-23R3886001052,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23773,2121.72,2121.72,0.0,200.0,106.08,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE CUATRO METROS, SETENTA Y CINCO DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE CUATRO METROS       CUADRADOS.",CALLE BIGUIPALA 0 B 3 6,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2352 , FOLIO: 570 , LIBRO: 570. FINCA: 48050  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-AT-2023-23R3886001053,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23774,2121.72,2121.72,0.0,200.0,106.08,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE CINCO METROS,          VEINTICINCO DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE CUATRO METROS,  CINCUENTA DECÍMETROS CUADRADOS.",CALLE BIGUIPALA 0 B 3 2,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2352 , FOLIO: 9 , LIBRO: 570. FINCA: 48051  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-JA-2023-216124,JUDICIAL EN VÍA DE APREMIO,2219 0000 06 0136 20,2023-08-15,2023-09-04,269898.75,0,BOE-B-2023-23712,284601.0,0.0,0.0,5692.02,14230.05,casa vivienda llamada marteta.,CALLE SANTA ANA,25530,VIELHA,LLEIDA,No consta,No consta,No consta,No consta,No consta,No consta,CALLE SANTA ANA
SUB-JA-2023-216121,JUDICIAL EN VÍA DE APREMIO,4513 4563 00 0565 21,2023-08-15,2023-09-04,96815.72,0,BOE-B-2023-23718,239048.48,0.0,0.0,0.0,11952.42,"Vivienda sita en Mislata calle Blasco Ibáñez 57-3-11 de
          94,70 metros cuadrados. Calificada definitivamente de Protección Oficial Grupo Primero, mediante de cédula expedida en Valencia, el veinticinco de septiembre de mil novecientos ochenta, durante el plazo de cincuenta años.","CALLE BLASCO IBÁÑEZ, 57-3º-PUERTA 11ª",46920,MISLATA,VALENCIA/VALÈNCIA,Sí,No consta,No consta,"Finca registral nº 14908 de Mislata. Finca inscrita en el Registro de la Propiedad nº 13 de Valencia, al tomo 378, libro 173, folio 1.",2423301YJ2722S0099AD,No consta,"CALLE BLASCO IBÁÑEZ, 57"
SUB-AT-2023-23R3886001054,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23775,1699.96,1699.96,0.0,200.0,84.99,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE TRES METROS, OCHENTA   DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE TRES METROS, QUINCE         DECÍMETROS CUADRADOS.",CALLE BIGUIPALA 0 B 3 4,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2352 , FOLIO: 13 , LIBRO: 570. FINCA: 48053  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-AT-2023-23R3886001055,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23776,1699.96,1699.96,0.0,200.0,84.99,"PLENO DOMINIO DE LA TOTALIDAD DE LA FINCA POR EL TÍTULO DE DIVISIÓN           HORIZONTAL. TRASTERO CON UNA SUPERFICIE CONSTRUIDA DE TRES METROS, NOVENTA Y CINCO DECÍMETROS CUADRADOS, CON UNA SUPERFICIE ÚTIL DE TRES METROS, QUINCE   DECÍMETROS CUADRADOS.",CALLE BIGUIPALA 0 B 3 5,38109,ROSARIO (EL),SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE ROSARIO (EL) TOMO: 2352 , FOLIO: 15 , LIBRO: 570. FINCA: 48054  , INSCRIPCIÓN: 1",No consta,"0,00 €",CALLE BIGUIPALA 0
SUB-AT-2023-23R4186001110,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23783,71843.68,127672.08,0.0,2000.0,3592.18,"URBANA: FINCA NÚMERO 64. VIVIENDA NÚMERO CUATRO, SITUADA EN LA PLANTA BAJA   DEL BLOQUE SIETE DEL CONJUNTO URBANISTICO DENOMINADO  PUEBLO TORREQUEBRADA   SEGUNDA FASE , CONSTRUIDO SOBRE PARCELA DE TERRENO DE LA HACIENDA DENOMINADA DE TORREQUEBRADA,EN TÉRMINO MUNICIPAL DE BENALMÁDENA, MÁLAGA, EN EL PARTIDO  DE CALA DE LA HIGUERA, TORREQUEBRADA, POSTUEROS O ROSA DE BONILLA, ARROYO DE LA MIEL Y LA VÍBORA. ES DEL TIPO A. OCUPA UNA SUPERFICIE TOTAL CONSTRUIDA    SIN INCLUSIÓN DE ZONAS COMUNES DE 62 METROS 22 DECÍMETROS CUADRADOS, MÁS 13  METROS 80 DEC. CUADRADOS DE TERRAZA CUBIERTA. LINDA:FRENTE, POR DONDE        ACCEDE, PASILLO DE ACCESO DE USO COMÚN  DERECHA ENTRANDO, VIVIENDA NÚMERO 5  IZQUIERDA ENTRANDO, VIVIENDA NÚMERO 3  Y AL FONDO, EN TERRAZA, ZONA COMÚN.",URBANIZACION TORREQUEBRADA 2ª FASE 0,29630,BENALMADENA,MÁLAGA,No,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE BENALMADENA TOMO: 1209 , FOLIO: 28 , LIBRO: 639. FINCA: 27873  , INSCRIPCIÓN: 4",1101911UF6510S0065RF,"55.828,40 €",URBANIZACION TORREQUEBRADA 2ª FASE 0
SUB-AT-2023-23R4186001111,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23784,14797.28,21000.44,0.0,500.0,739.86,"URBANA. FINCA N. 14. GARAJE N. 13 SITA EN SOTANO DE GARAJES UNO Y UBICADA EN BLQ 6 DE URB. PUEBLO TORREQUEBRADA 2ª FASE EN HACIENDA TORREQUEBRADA DE      BENALMADENA EN MALAGA, PARTIDO DE CALA LA HIGUERA, TORREQUEBRADA, POSTUREROS O ROSA DE BONILLA, ARROYO DE LA MIEL Y LA VÍBORA. SUPERFICIE CONSTRUIDA      19,56 M2. LINDA AL FRENTE: ZONA DE RODADURA  DERECHA, GRAJE N. 12            IZQUIERDA, GARAJE N 14 Y AL FONDO: MURO DE CONTENCIÓN. CUTOA 0,097 POR       CIENTO.",URBANIZACION TORREQUEBRADA 2ª FASE 0,29630,BENALMADENA,MÁLAGA,No,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE BENALMADENA TOMO: 1096 , FOLIO: 147 , LIBRO: 526. FINCA: 27771  , INSCRIPCIÓN: 4",1101911UF6510S0014FQ,"6.203,16 €",URBANIZACION TORREQUEBRADA 2ª FASE 0
SUB-JA-2023-216016,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0184 19,2023-08-15,2023-09-04,246343.22,0,BOE-B-2023-23693,256285.33,0.0,0.0,5125.7,12814.26,"FINCA REGISTRAL Nº: 7.828
          DESCRIPCIÓN: URBANA.- número doce.- vivienda quinto izquierda de la casa número once de la plaza de los Pinazo en Madrid.","PLAZA PINAZO Nº 11, PLANT 5, PUERTA IZQUIERDA",28021,MADRID,MADRID,Sí,No consta,No consta,No consta,No consta,No consta,PLAZA PINAZO Nº 11
SUB-AT-2023-23R4186001124,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23790,90794.59,136272.91,0.0,2000.0,4539.72,"URBANA: NUMERO CUATRO. VIVIENDA UNIFAMILIAR ADOSADA, SITO EN CRTA.NUEVA,     S/N, EN EL PAGO DEL GENITAL, TÉRMINO MUNICIPAL DE MONACHIL. SE COMPONE DE:   PLANTA DE SÓTANO, PLANTA BAJA, DE PLANTA PRIMERA Y DE PLANTA SEGUNDA. MIDE   264 83 M2, CON INCLUSIÓN DE ELEMENTOS COMUNES  LA SUPERFICIE CONSTRUIDA DE   LA VIVIENDA EN PLANTA BAJA, PRIMERA Y TORREÓN, ES DE CIENTO TREINTA Y CUATRO METROS CINCUENTA Y NUEVE DECÍMETROS CUADRADOS. LINDA: FRENTE, CON ZONA       COMÚN  DERECHA ENTRANDO, CASA NÚMERO TRES  IZQUIERDA, LA CASA NÚMERO CINCO   DEL NÚCLEO TRES, Y ESPALDA, BARRANCO DE LA CASILLA.",CALLE CARRETERA NUEVA 19,18193,MONACHIL,GRANADA,Sí,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 6 DE GRANADA TOMO: 1670 , FOLIO: 92 , LIBRO: 138. FINCA: 7666   , INSCRIPCIÓN: 6",0403023VG5100A0001XL,"45.478,32 €",CALLE CARRETERA NUEVA 19
SUB-JA-2023-215930,JUDICIAL EN VÍA DE APREMIO,4933 0000 06 1005 21,2023-08-15,2023-09-04,243711.13,0,BOE-B-2023-23656,241461.67,0.0,0.0,0.0,12073.08,"“URBANA: TREINTA Y CINCO.- Vivienda puerta segunda, situada en la planta cuarta de la
          casa número tres, que forma parte del grupo de viviendas de protección oficial
          denominada""Sant Quirze"", hoy calle Sant Jaume, número ciento sesenta y tres a ciento
          setenta y cinco, de Calella. Tiene una superficie construida de sesenta y siete metros,
          veintiocho decimetros cuadrados y se compone de vestibulo, tres habitaciones, cocina,
          comedor-sala de estar, cuarto de baño, lavadero y terraza",CALLE SAN JAUME 63 4-2,8370,CALELLA,BARCELONA,Sí,No consta,No consta,"Registro de la Propiedad nº 1 de Arenys de Ma, finca nº 11503 de Calella
          La hipoteca causó la inscripción 7ª, la amplación 10ª y la modificación la inscripción 11ª",No consta,No consta,CALLE SAN JAUME 63
SUB-AT-2023-23R4186001137,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23805,56800.0,56800.0,0.0,1000.0,2840.0,"URBANA: NÚMERO SETENTA Y OCHO. LOCAL COMERCIAL, UBICADO EN LA PLANTA BAJA,   DENOMINADA UNO, QUE ES LA CUARTA GENERAL, DEL EDIFICIO EN GRANADA, CALLE     ARABIAL, EN TERRENOS DEL PLAN PARCIAL P-10, DENOMINADO CENTRO COMERCIAL      NEPTUNO. OCUPA UNA SUPERFICIE DE NOVENTA Y CINCO METROS, CINCUENTA Y SIETE   DECÍMETROS CUADRADOS, Y LINDA: FRENTE, POR DONDE TIENE ACCESO, PASO          COMERCIAL QUW COMUNICA CON LAS PLAZAS  GENERALIFE  Y  MANUEL DE FALLA        DERECHA, LOCALES NÚMEROS OCHENTA Y CINCO Y OCHENTA Y SEIS DE LA MISMA PLANTA Y MANZANA  IZQUIERDA, LOCAL NÚMERO NOVENTA Y UNO DE LA MISMA PLANTA Y        MANZANA  FONDO, LOCAL NÚMERO OCHENTA Y NUEVE DE LA MISMA PLANTA Y MANZANA    ES EL NÚMERO NOVENTA Y DOS DE ESTA PLANTA Y SE INCLUYE EN LA DENOMINADA",CALLE ARABIAL 45,18004,GRANADA,GRANADA,No,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 7 DE GRANADA TOMO: 646 , FOLIO: 208 , LIBRO: 158. FINCA: 17204  , INSCRIPCIÓN: 6",6239101VG4163G0095JL,"0,00 €",CALLE ARABIAL 45
SUB-JA-2023-215805,JUDICIAL EN VÍA DE APREMIO,1598 0000 06 0533 15,2023-08-15,2023-09-04,54410.33,0,BOE-B-2023-23663,127200.0,0.0,0.0,2544.0,6360.0,"DESCRIPCION: NÚMERO UNO. LOCAL COMERCIAL, sin distribución interior, en el
          edificio terminado sin número de gobierno en la avenida RODRIGUEZ DE VALCARCEL, de
          Barbate. Tiene una superficie construida de 198 metros cuadrados. Linda considerando su frente la
          puerta de acceso, derecha, finca de D. Manuel Alcedo Rosado Marín y D. Juan Crespo González;
          izquierda, finca de D. Cesareo López Olias y por el fondo, finca de D. Carmen Gallardo Montesinos","CALLE ANCHA 19, ES.1, PL.0 PUERTA 1",11160,BARBATE,CÁDIZ,No,No consta,No,No consta,No consta,No consta,CALLE ANCHA 19
SUB-JA-2023-215789,JUDICIAL EN VÍA DE APREMIO,4988 0000 06 0001 20,2023-08-15,2023-09-04,161886.8,0,BOE-B-2023-23716,199231.0,0.0,0.0,3984.62,9961.55,"Elemento dieciocho.- Vivienda del cuarto piso, segunda puerta, de la casa número tres del edificio-bloque, sito en el pasaje Ripoll esquina a la calle Foix, del término municipal de Sant Pere de Ribes, polígono Les Roquetes. Superficie de 85,60 metros cuadrados. Comprende recibidor, comedor-estar, cocina, galería, lavadero, aseo y cuatro dormitorios.","PASAJE RIPOLL, Nº 3, 4º2, LES ROQUETES",8812,SANT PERE DE RIBES,BARCELONA,No,No consta,No consta,No consta,4752303CF9645S0018TA,ver certificación de cargas,"PASAJE RIPOLL, Nº 3"
SUB-AT-2023-23R4186001148,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23809,125690.94,125690.94,0.0,2000.0,6284.54,"RUSTICA: TROZO DE TERRENO APTO PARA EDIFICAR, PROCEDENTE DE LA HACIENDA      NOMBRADA SAN PEDRO, AL SITIO DE CAÑONETE, EN EL TÉRMINO DE CHICLANA DE LA    FRONTERA DE CABIDA CIEN M2. LINDA: NORTE, CON PARCELA DE DON SEBASTIÁN Y DON MIGUEL GOMEZ GALINDO  SUR, CON LA AVENIDA MAESTRO SERRANO  POR EL ESTE, CON  CALLE NOMBRADA DE OPERA  Y POR EL OESTE, CON PARCELA PERTENECIENTE A DON     JOSÉ FERNANDEZ RAMOS. ESTÁ FORMADA POR LA MITAD ESTE, DE LA PARCELA NÚMERO   CINCO, MANZANA Y, SEGUNDA FASE DEL PLANO DE PARCELACIÓN DE LA FINCA MATRIZ.",CALLE MAESTRO SERRANO 3,11130,CHICLANA DE LA FRONTERA,CÁDIZ,No,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE CHICLANA DE LA FRONTERA TOMO: 2919 , FOLIO: 64 , LIBRO: 2162. FINCA: 19366  , INSCRIPCIÓN: 1",6036505QA5363N0001EB,"0,00 €",CALLE MAESTRO SERRANO 3
SUB-AT-2023-23R4186001149,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23811,87224.99,87224.99,0.0,2000.0,4361.24,"URBANA: UN PEDAZO DE TIERRA PLANTADO DE VIÑA AL SITIO DE LAS CANTERUELAS EN  ESTE TÉRMINO, DE CABIDA TRES CUARTOS DE ARANZADA, EQUIVALENTES A TREINTA Y   TRES ÁREAS Y CINCUENTA Y TRES CENTIÁREAS. LINDA: NORTE, FINCA DE DON         FRANCISCO BEY LÓPEZ, HOY SEPARADA POR JUNTA DE TABLAS  AL SUR, CON HIJUELA   DE SERVICIO  AL ESTE, FINCA DE DON JOSÉ PERIÑÁN GÓMEZ  Y POR EL OESTE, MÁS   DE ESTE SEÑOR, HOY DE MANUEL PANÉS GARCÍA. 26,39% DEL PLENO DOMINIO          GANANCIAL.",CAMINO CANTERUELAS 0,11130,CHICLANA DE LA FRONTERA,CÁDIZ,Sí,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE CHICLANA DE LA FRONTERA TOMO: 2790 , FOLIO: 199 , LIBRO: 2033. FINCA: 021353 , INSCRIPCIÓN: 2",8918056QA5381N0001JJ,"0,00 €",CAMINO CANTERUELAS 0
SUB-AT-2023-23R4186001188,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23829,5066.59,5066.59,0.0,200.0,253.32,"GARAJE NÚMERO 2 EN URBANIZACIÓN ALAMEDA, MONTENEGRO. CON UNA SUPERFICIE DE   13 M2. REFERENCIA CATASTRAL 5145901TG8354N0002HG.",CALLE JORUCA 0,41620,MARCHENA,SEVILLA,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE MARCHENA TOMO: 1166 , FOLIO: 2921 , LIBRO: 528. FINCA: 29213  , INSCRIPCIÓN: 1",5145901TG8354N0002HG,"0,00 €",CALLE JORUCA 0
SUB-JA-2023-215634,JUDICIAL EN VÍA DE APREMIO,0819 0000 06 1211 20,2023-08-15,2023-09-04,397955.94,0,BOE-B-2023-23702,461775.5,0.0,0.0,9235.51,23088.77,"Finca registral 6891 de Castellar del Vallès, inscrita en el Registro de la Propiedad número 4 de Sabadell al tomo 2308, libro 150 y folio 98 de Castellar",CALLE LICORELLA 30,8211,CAASTELLAR DEL VALLÈS,BARCELONA,No consta,No consta,No consta,No consta,No consta,No consta,CALLE LICORELLA 30
SUB-AT-2023-23R4186001232,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23841,61780.65,61780.65,0.0,2000.0,3089.03,"URBANA: PROCEDENTE DEL PROYECTO DE COMPENSACIÓN DEL PLAN PARCIAL DEL SECTOR  1  PUENTE ESURI  DE LAS NORMAS SUBSIDIARIAS DE PLANEAMIENTO DEL TÉRMINO      MUNICIPAL DE AYAMONTE. PARCELA R-37.19. PARCELA DE MIL CIENTO SESENTA Y DOS  METROS CON OCHENTA Y TRES CENTÍMETROS CUADRADOS DE SUPERFICIE (1.162,83      METROS CUADRADOS). LINDA: NORTE, PARCELA GOLF I  SUR, SISTEMA VIARIO         INTERIOR  ESTE, PARCELA R-37.20  OESTE, R-37.18.",URBANIZACION PUENTE ESURI 3719,21400,AYAMONTE,HUELVA,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE AYAMONTE TOMO: 1478 , FOLIO: 58 , LIBRO: 359. FINCA: 018083 , INSCRIPCIÓN: 4",0851919PB4205S0001ZM,"0,00 €",URBANIZACION PUENTE ESURI 3719
